timestamp,frame_id,scenario,mode,regulator_reason,inference_ms,frame_ok,rtt_ms,bandwidth_kbps,error_rate_pct,cpu_load,ram_usage,gpu_load,gpu_temp
2026-05-21 14:21:08,13,ideal,LOCAL,cpu 29% < 60 and cloud not faster,112.82,1,0.59,1089.25,0.0,28.81,83.92,7.1,45.0
2026-05-21 14:21:11,14,ideal,LOCAL,cpu 10% < 60 and cloud not faster,108.05,1,0.6,1123.83,0.0,9.84,83.95,0.0,45.0
2026-05-21 14:21:13,15,ideal,LOCAL,cpu 15% < 60 and cloud not faster,106.27,1,0.57,1045.34,0.0,14.75,83.96,0.0,45.0
2026-05-21 14:21:16,16,ideal,LOCAL,cpu 16% < 60 and cloud not faster,107.04,1,0.54,1121.95,0.0,16.39,83.87,0.0,45.0
2026-05-21 14:21:19,17,ideal,LOCAL,cpu 16% < 60 and cloud not faster,108.08,1,0.56,1087.48,0.0,16.39,83.87,0.0,44.5
2026-05-21 14:21:21,18,ideal,LOCAL,cpu 15% < 60 and cloud not faster,107.62,1,2.03,1129.7,0.0,15.0,83.59,0.0,44.5
2026-05-21 14:21:24,19,ideal,LOCAL,cpu 15% < 60 and cloud not faster,108.1,1,9.66,1127.56,0.0,15.0,83.85,0.0,45.0
2026-05-21 14:21:26,20,ideal,LOCAL,cpu 18% < 60 and cloud not faster,106.98,1,0.56,1131.39,0.0,18.33,83.85,0.0,45.0
2026-05-21 14:21:29,21,ideal,LOCAL,cpu 15% < 60 and cloud not faster,106.32,1,0.67,1128.69,0.0,15.25,83.89,0.0,45.0
2026-05-21 14:21:31,22,ideal,LOCAL,cpu 29% < 60 and cloud not faster,112.12,1,0.6,1133.63,0.0,28.81,83.83,0.7,45.0
2026-05-21 14:21:34,23,ideal,LOCAL,cpu 37% < 60 and cloud not faster,110.22,1,0.57,1132.39,0.0,36.51,83.96,1.4,45.0
2026-05-21 14:21:37,24,ideal,LOCAL,cpu 19% < 60 and cloud not faster,107.51,1,0.59,1133.68,0.0,18.97,83.94,0.0,45.0
2026-05-21 14:21:39,25,ideal,LOCAL,cpu 12% < 60 and cloud not faster,108.74,1,0.55,1120.02,0.0,11.86,83.69,0.0,45.0
2026-05-21 14:21:42,26,ideal,LOCAL,cpu 26% < 60 and cloud not faster,117.19,1,0.58,1131.86,0.0,26.23,83.96,0.6,45.0
2026-05-21 14:21:44,27,ideal,LOCAL,cpu 13% < 60 and cloud not faster,106.93,1,0.56,1128.26,0.0,13.33,83.92,0.0,45.0
2026-05-21 14:21:47,28,ideal,LOCAL,cpu 8% < 60 and cloud not faster,108.85,1,0.58,1130.33,0.0,8.2,83.97,0.0,45.0
2026-05-21 14:21:49,29,ideal,LOCAL,cpu 28% < 60 and cloud not faster,107.16,1,0.56,1132.15,0.0,27.87,83.98,7.0,45.0
2026-05-21 14:21:52,30,ideal,LOCAL,cpu 26% < 60 and cloud not faster,108.67,1,0.56,1132.68,0.0,26.32,83.93,0.0,45.5
2026-05-21 14:21:55,31,ideal,LOCAL,cpu 25% < 60 and cloud not faster,108.86,1,0.57,1132.67,0.0,24.59,83.92,0.0,45.0
2026-05-21 14:21:57,32,ideal,LOCAL,cpu 27% < 60 and cloud not faster,109.54,1,0.53,1134.63,0.0,27.12,83.95,0.6,45.0
2026-05-21 14:22:00,33,ideal,LOCAL,cpu 12% < 60 and cloud not faster,107.14,1,0.57,1130.95,0.0,11.67,83.97,0.6,45.0
2026-05-21 14:22:02,34,ideal,LOCAL,cpu 12% < 60 and cloud not faster,108.59,1,0.61,1130.58,0.0,11.86,83.97,0.0,45.5
2026-05-21 14:22:05,35,ideal,LOCAL,cpu 12% < 60 and cloud not faster,113.36,1,0.54,1133.03,0.0,11.67,83.97,0.0,45.0
2026-05-21 14:22:07,36,ideal,LOCAL,cpu 15% < 60 and cloud not faster,109.38,1,0.59,1125.81,0.0,14.75,83.95,0.0,45.0
2026-05-21 14:22:10,37,ideal,LOCAL,cpu 5% < 60 and cloud not faster,118.29,1,0.58,1132.84,0.0,5.0,83.95,0.0,45.0
2026-05-21 14:22:12,38,ideal,LOCAL,cpu 18% < 60 and cloud not faster,109.99,1,0.57,1106.69,0.0,17.54,83.92,0.0,45.0
2026-05-21 14:22:15,39,ideal,LOCAL,cpu 13% < 60 and cloud not faster,105.84,1,0.58,1132.13,0.0,13.11,83.96,0.0,45.0
2026-05-21 14:22:18,40,ideal,LOCAL,cpu 14% < 60 and cloud not faster,113.12,1,0.58,1129.24,0.0,13.56,83.98,0.0,45.0
2026-05-21 14:22:20,41,ideal,LOCAL,cpu 21% < 60 and cloud not faster,108.89,1,0.58,1129.7,0.0,21.31,83.98,0.0,45.0
2026-05-21 14:22:23,42,ideal,LOCAL,cpu 31% < 60 and cloud not faster,113.05,1,8.18,1133.64,0.0,30.65,84.0,5.8,45.0
2026-05-21 14:22:25,43,ideal,LOCAL,cpu 22% < 60 and cloud not faster,116.51,1,0.54,1132.09,0.0,22.41,83.86,0.6,45.0
2026-05-21 14:22:28,44,ideal,LOCAL,cpu 25% < 60 and cloud not faster,110.59,1,0.58,1126.61,0.0,25.42,83.91,4.1,45.5
2026-05-21 14:22:30,45,ideal,LOCAL,cpu 28% < 60 and cloud not faster,111.06,1,0.56,1130.76,0.0,27.59,83.9,2.3,45.5
2026-05-21 14:22:33,46,ideal,LOCAL,cpu 14% < 60 and cloud not faster,108.87,1,0.59,1113.43,0.0,13.56,83.86,0.0,45.0
2026-05-21 14:22:36,47,ideal,LOCAL,cpu 13% < 60 and cloud not faster,109.78,1,0.63,1129.47,0.0,13.11,83.88,0.0,45.0
2026-05-21 14:22:38,48,ideal,LOCAL,cpu 30% < 60 and cloud not faster,134.52,1,0.6,1132.43,0.0,30.0,83.89,8.5,45.0
2026-05-21 14:22:41,49,ideal,LOCAL,cpu 28% < 60 and cloud not faster,114.75,1,0.73,1133.47,0.0,27.59,83.85,8.0,45.0
2026-05-21 14:22:43,50,ideal,LOCAL,cpu 10% < 60 and cloud not faster,107.51,1,0.56,1130.88,0.0,10.17,83.84,0.0,45.5
2026-05-21 14:22:46,51,ideal,LOCAL,cpu 10% < 60 and cloud not faster,109.0,1,0.54,1129.48,0.0,10.17,83.84,0.0,45.5
2026-05-21 14:22:48,52,ideal,LOCAL,cpu 18% < 60 and cloud not faster,107.36,1,0.56,1107.4,0.0,18.33,83.61,0.0,45.0
2026-05-21 14:22:51,53,ideal,LOCAL,cpu 15% < 60 and cloud not faster,108.35,1,0.57,1130.29,0.0,14.75,83.63,0.0,45.0
2026-05-21 14:22:54,54,ideal,LOCAL,cpu 18% < 60 and cloud not faster,107.4,1,0.87,1134.85,0.0,18.33,83.62,0.0,45.0
2026-05-21 14:22:56,55,ideal,LOCAL,cpu 15% < 60 and cloud not faster,106.56,1,0.59,1120.94,0.0,15.0,83.85,1.3,45.5
2026-05-21 14:22:59,56,ideal,LOCAL,cpu 14% < 60 and cloud not faster,106.47,1,6.0,1126.4,0.0,13.56,83.85,0.0,45.5
2026-05-21 14:23:01,57,ideal,LOCAL,cpu 10% < 60 and cloud not faster,108.9,1,0.59,1131.07,0.0,10.17,83.63,0.0,45.0
2026-05-21 14:23:04,58,ideal,LOCAL,cpu 5% < 60 and cloud not faster,112.17,1,0.58,1126.54,0.0,5.08,83.82,0.0,45.0
2026-05-21 14:23:06,59,ideal,LOCAL,cpu 20% < 60 and cloud not faster,113.55,1,0.58,1131.44,0.0,19.67,83.87,0.0,45.0
2026-05-21 14:23:09,60,ideal,LOCAL,cpu 28% < 60 and cloud not faster,112.83,1,0.6,1131.28,0.0,28.33,83.82,3.1,45.0
2026-05-21 14:23:12,61,ideal,LOCAL,cpu 23% < 60 and cloud not faster,107.72,1,0.86,1117.47,0.0,22.95,83.88,0.0,45.0
2026-05-21 14:23:14,62,ideal,LOCAL,cpu 27% < 60 and cloud not faster,111.48,1,0.6,1132.57,0.0,27.12,83.95,0.0,45.0
2026-05-21 14:23:17,63,ideal,LOCAL,cpu 13% < 60 and cloud not faster,108.0,1,0.6,1093.27,0.0,13.11,83.84,0.0,45.5
2026-05-21 14:23:19,64,ideal,LOCAL,cpu 13% < 60 and cloud not faster,107.11,1,0.64,1117.96,0.0,13.11,83.59,0.0,45.5
2026-05-21 14:23:22,65,ideal,LOCAL,cpu 8% < 60 and cloud not faster,107.39,1,0.6,1124.6,0.0,8.47,83.59,0.0,45.0
2026-05-21 14:23:24,66,ideal,LOCAL,cpu 56% < 60 and cloud not faster,150.19,1,3.89,1133.76,0.0,55.93,83.58,0.0,45.0
2026-05-21 14:23:27,67,ideal,LOCAL,cpu 15% < 60 and cloud not faster,111.5,1,4.8,1075.63,0.0,15.0,83.55,0.0,45.0
2026-05-21 14:23:30,68,ideal,LOCAL,cpu 12% < 60 and cloud not faster,108.3,1,0.61,1125.73,0.0,11.86,83.55,0.0,45.0
2026-05-21 14:23:32,69,ideal,LOCAL,cpu 16% < 60 and cloud not faster,108.79,1,0.61,1129.84,0.0,16.39,83.55,0.0,45.0
2026-05-21 14:23:35,70,ideal,LOCAL,cpu 14% < 60 and cloud not faster,106.77,1,0.58,1131.07,0.0,13.56,83.57,0.0,45.0
2026-05-21 14:23:37,71,ideal,LOCAL,cpu 10% < 60 and cloud not faster,107.05,1,0.59,1128.83,0.0,10.34,83.55,0.0,45.0
2026-05-21 14:23:40,72,ideal,LOCAL,cpu 8% < 60 and cloud not faster,110.17,1,0.56,1121.03,0.0,8.33,83.55,0.0,45.0
2026-05-21 14:23:42,73,ideal,LOCAL,cpu 13% < 60 and cloud not faster,109.49,1,0.61,1132.51,0.0,13.33,83.56,0.0,45.0
2026-05-21 14:23:45,74,ideal,LOCAL,cpu 15% < 60 and cloud not faster,107.65,1,0.58,1123.86,0.0,15.0,83.59,0.0,45.0
2026-05-21 14:23:48,75,ideal,LOCAL,cpu 12% < 60 and cloud not faster,107.56,1,0.59,1132.92,0.0,11.67,83.59,0.0,45.0
2026-05-21 14:23:50,76,ideal,LOCAL,cpu 16% < 60 and cloud not faster,110.37,1,0.58,1127.04,0.0,16.13,83.57,0.0,45.0
2026-05-21 14:23:53,77,ideal,LOCAL,cpu 21% < 60 and cloud not faster,107.44,1,0.58,1133.14,0.0,20.97,83.59,0.0,45.0
2026-05-21 14:23:55,78,ideal,LOCAL,cpu 17% < 60 and cloud not faster,106.39,1,0.62,1124.61,0.0,16.67,83.57,0.0,45.0
2026-05-21 14:23:58,79,ideal,LOCAL,cpu 11% < 60 and cloud not faster,110.94,1,8.51,1131.74,0.0,11.48,83.57,0.0,45.0
2026-05-21 14:24:00,80,ideal,LOCAL,cpu 15% < 60 and cloud not faster,108.09,1,0.59,1097.68,0.0,14.75,83.58,0.0,45.0
2026-05-21 14:24:03,81,ideal,LOCAL,cpu 11% < 60 and cloud not faster,108.14,1,0.55,1126.3,0.0,11.48,83.58,0.0,45.0
2026-05-21 14:24:05,82,ideal,LOCAL,cpu 15% < 60 and cloud not faster,108.96,1,0.57,1109.17,0.0,14.52,83.58,0.0,45.0
2026-05-21 14:24:08,83,ideal,LOCAL,cpu 18% < 60 and cloud not faster,106.02,1,0.53,1121.7,0.0,18.03,83.6,0.0,45.0
2026-05-21 14:24:11,84,ideal,CLOUD,cpu hot (67% > 60),164.14,1,0.54,1089.92,0.0,66.67,83.65,0.0,45.0
2026-05-21 14:24:13,85,ideal,LOCAL,cpu 15% < 60 and cloud not faster,154.89,1,0.58,1124.49,0.0,14.75,83.61,0.0,45.0
2026-05-21 14:24:16,86,ideal,LOCAL,cpu 15% < 60 and cloud not faster,142.77,1,4.08,909.26,0.0,15.0,83.63,0.0,45.0
2026-05-21 14:24:19,87,ideal,LOCAL,cpu 18% < 60 and cloud not faster,119.96,1,0.55,1099.35,0.0,17.74,83.63,0.0,45.0
2026-05-21 14:24:21,88,ideal,LOCAL,cpu 22% < 60 and cloud not faster,105.05,1,0.51,1127.55,0.0,22.41,83.65,4.9,45.5
2026-05-21 14:24:24,89,ideal,LOCAL,cpu 10% < 60 and cloud not faster,104.99,1,0.59,1105.68,0.0,10.17,83.63,0.0,45.0
2026-05-21 14:24:26,90,ideal,LOCAL,cpu 15% < 60 and cloud not faster,105.38,1,0.6,1111.77,0.0,15.0,83.59,0.0,45.0
2026-05-21 14:24:29,91,ideal,LOCAL,cpu 3% < 60 and cloud not faster,105.5,1,0.61,1128.69,0.0,3.39,83.6,0.0,45.0
2026-05-21 14:24:31,92,ideal,LOCAL,cpu 8% < 60 and cloud not faster,105.89,1,0.55,1126.81,0.0,8.47,83.6,0.0,45.0
2026-05-21 14:24:34,93,ideal,LOCAL,cpu 15% < 60 and cloud not faster,103.56,1,0.58,990.72,0.0,14.75,83.59,0.0,45.0
2026-05-21 14:24:37,94,ideal,LOCAL,cpu 12% < 60 and cloud not faster,107.58,1,0.57,1132.8,0.0,11.67,83.58,0.0,45.0
2026-05-21 14:24:39,95,ideal,LOCAL,cpu 16% < 60 and cloud not faster,109.13,1,0.53,1123.91,0.0,16.39,83.59,0.0,45.0
2026-05-21 14:24:42,96,ideal,LOCAL,cpu 10% < 60 and cloud not faster,106.4,1,0.56,1108.53,0.0,10.17,83.54,0.0,45.0
2026-05-21 14:24:44,97,ideal,LOCAL,cpu 11% < 60 and cloud not faster,116.73,1,0.54,1126.51,0.0,11.11,83.57,6.8,45.0
2026-05-21 14:24:47,98,ideal,LOCAL,cpu 24% < 60 and cloud not faster,111.21,1,0.6,1133.88,0.0,24.14,83.57,0.0,45.0
2026-05-21 14:24:49,99,ideal,LOCAL,cpu 12% < 60 and cloud not faster,111.8,1,0.56,1132.63,0.0,11.67,83.61,0.0,45.0
2026-05-21 14:24:52,100,ideal,LOCAL,cpu 10% < 60 and cloud not faster,106.2,1,0.58,1123.47,0.0,10.34,83.55,0.0,45.0
2026-05-21 14:24:55,101,ideal,CLOUD,cpu hot (65% > 60),179.85,1,0.58,1133.14,0.0,65.0,83.6,0.0,45.5
2026-05-21 14:24:57,102,ideal,LOCAL,cpu 21% < 60 and cloud not faster,141.99,1,0.62,1111.29,0.0,21.31,83.55,0.0,45.0
2026-05-21 14:25:00,103,ideal,LOCAL,cpu 8% < 60 and cloud not faster,110.23,1,0.57,1128.6,0.0,8.33,83.54,0.0,45.0
2026-05-21 14:25:02,104,ideal,LOCAL,cpu 10% < 60 and cloud not faster,108.99,1,0.6,1131.03,0.0,10.34,83.55,0.0,45.0
2026-05-21 14:25:05,105,ideal,LOCAL,cpu 16% < 60 and cloud not faster,108.74,1,0.57,1131.85,0.0,16.39,83.59,0.0,45.5
2026-05-21 14:25:08,106,ideal,LOCAL,cpu 10% < 60 and cloud not faster,106.48,1,0.57,1131.69,0.0,10.34,83.55,0.0,45.0
2026-05-21 14:25:10,107,ideal,LOCAL,cpu 24% < 60 and cloud not faster,110.85,1,0.56,1126.7,0.0,24.19,83.59,0.0,45.0
2026-05-21 14:25:13,108,ideal,LOCAL,cpu 13% < 60 and cloud not faster,107.15,1,0.57,1118.0,0.0,13.11,83.58,0.0,45.0
2026-05-21 14:25:15,109,ideal,LOCAL,cpu 14% < 60 and cloud not faster,110.58,1,0.58,1131.48,0.0,13.56,83.59,0.0,45.5
2026-05-21 14:25:18,110,ideal,LOCAL,cpu 7% < 60 and cloud not faster,109.04,1,10.59,1122.93,0.0,6.56,83.59,0.0,45.0
2026-05-21 14:25:20,111,ideal,LOCAL,cpu 13% < 60 and cloud not faster,108.34,1,0.57,1131.0,0.0,13.11,83.58,0.0,45.0
2026-05-21 14:25:23,112,ideal,LOCAL,cpu 15% < 60 and cloud not faster,109.38,1,0.56,1120.19,0.0,14.75,83.56,0.0,45.0
2026-05-21 14:25:26,113,ideal,LOCAL,cpu 16% < 60 and cloud not faster,116.22,1,0.58,1133.06,0.0,16.13,83.55,0.0,45.0
2026-05-21 14:25:28,114,ideal,LOCAL,cpu 15% < 60 and cloud not faster,107.04,1,0.54,1123.96,0.0,15.0,83.55,0.0,45.0
2026-05-21 14:25:31,115,ideal,LOCAL,cpu 24% < 60 and cloud not faster,109.3,1,0.57,1132.99,0.0,23.81,83.55,1.8,45.5
2026-05-21 14:25:33,116,ideal,LOCAL,cpu 13% < 60 and cloud not faster,106.69,1,0.58,1130.17,0.0,13.33,83.55,0.0,45.0
2026-05-21 14:25:36,117,ideal,LOCAL,cpu 5% < 60 and cloud not faster,109.6,1,0.59,1125.43,0.0,5.17,83.57,0.0,45.0
2026-05-21 14:25:38,118,ideal,LOCAL,cpu 23% < 60 and cloud not faster,106.3,1,0.73,1089.28,0.0,22.95,83.59,0.0,45.0
2026-05-21 14:25:41,119,ideal,LOCAL,cpu 11% < 60 and cloud not faster,108.34,1,0.57,1123.35,0.0,11.48,83.57,0.0,45.5
2026-05-21 14:25:43,120,ideal,LOCAL,cpu 15% < 60 and cloud not faster,108.23,1,0.58,1125.98,0.0,14.75,83.63,0.0,45.5
2026-05-21 14:25:46,121,ideal,LOCAL,cpu 35% < 60 and cloud not faster,119.51,1,0.55,1126.96,0.0,35.0,83.58,13.6,45.5
2026-05-21 14:25:49,122,ideal,LOCAL,cpu 15% < 60 and cloud not faster,113.59,1,0.55,1118.28,0.0,15.0,83.57,0.0,45.5
2026-05-21 14:25:51,123,ideal,LOCAL,cpu 20% < 60 and cloud not faster,107.83,1,0.62,1126.59,0.0,20.0,83.58,0.0,45.5
2026-05-21 14:25:54,124,ideal,LOCAL,cpu 13% < 60 and cloud not faster,109.14,1,0.52,1122.87,0.0,13.33,83.58,0.0,45.0
2026-05-21 14:25:56,125,ideal,LOCAL,cpu 10% < 60 and cloud not faster,109.77,1,0.57,1102.36,0.0,10.0,83.59,0.0,45.5
2026-05-21 14:25:59,126,ideal,LOCAL,cpu 11% < 60 and cloud not faster,110.5,1,0.64,1122.13,0.0,11.48,83.59,0.0,45.0
2026-05-21 14:26:02,127,ideal,LOCAL,cpu 19% < 60 and cloud not faster,104.74,1,0.58,1131.99,0.0,19.05,83.61,0.0,45.0
2026-05-21 14:26:04,128,ideal,LOCAL,cpu 13% < 60 and cloud not faster,104.97,1,0.54,1125.68,0.0,13.33,83.59,0.0,45.0
2026-05-21 14:26:07,129,ideal,LOCAL,cpu 14% < 60 and cloud not faster,105.09,1,0.59,1132.34,0.0,13.56,83.59,0.0,45.0
2026-05-21 14:26:09,130,ideal,LOCAL,cpu 12% < 60 and cloud not faster,104.55,1,0.62,1128.77,0.0,11.86,83.61,0.0,45.0
2026-05-21 14:26:12,131,ideal,LOCAL,cpu 8% < 60 and cloud not faster,106.62,1,0.55,1128.38,0.0,8.47,83.71,0.0,45.0
2026-05-21 14:26:14,132,ideal,LOCAL,cpu 15% < 60 and cloud not faster,117.68,1,3.21,1128.49,0.0,15.0,83.73,0.0,45.0
2026-05-21 14:26:17,133,ideal,LOCAL,cpu 7% < 60 and cloud not faster,106.88,1,9.21,1127.66,0.0,6.78,83.62,0.0,45.0
2026-05-21 14:26:19,134,ideal,LOCAL,cpu 12% < 60 and cloud not faster,102.83,1,0.56,1130.93,0.0,11.86,83.63,0.0,45.0
2026-05-21 14:26:22,135,ideal,LOCAL,cpu 13% < 60 and cloud not faster,106.34,1,0.54,1125.68,0.0,13.11,83.62,0.0,45.0
2026-05-21 14:26:25,136,ideal,CLOUD,cpu hot (66% > 60),189.31,1,0.61,1132.63,0.0,65.57,83.66,0.0,45.5
2026-05-21 14:26:27,137,ideal,LOCAL,cpu 12% < 60 and cloud not faster,136.05,1,0.63,1128.72,0.0,11.86,83.6,0.0,45.0
2026-05-21 14:26:30,138,ideal,LOCAL,cpu 10% < 60 and cloud not faster,107.61,1,10.9,1112.21,0.0,9.84,83.58,0.0,45.5
2026-05-21 14:26:32,139,ideal,LOCAL,cpu 16% < 60 and cloud not faster,103.61,1,1.1,1117.78,0.0,16.39,83.59,0.0,45.0
2026-05-21 14:26:35,140,ideal,LOCAL,cpu 7% < 60 and cloud not faster,110.55,1,0.6,1119.42,0.0,6.78,83.59,0.0,45.5
2026-05-21 14:26:37,141,ideal,LOCAL,cpu 12% < 60 and cloud not faster,103.51,1,0.56,1124.02,0.0,11.86,83.58,0.0,45.0
2026-05-21 14:26:40,142,ideal,LOCAL,cpu 10% < 60 and cloud not faster,105.05,1,1.37,1118.6,0.0,10.17,83.58,0.0,45.0
2026-05-21 14:26:43,143,ideal,LOCAL,cpu 15% < 60 and cloud not faster,100.75,1,0.6,1020.42,0.0,14.75,83.59,0.0,45.0
2026-05-21 14:26:45,144,ideal,LOCAL,cpu 16% < 60 and cloud not faster,108.41,1,0.6,1105.48,0.0,16.39,83.61,0.0,45.0
2026-05-21 14:26:48,145,ideal,LOCAL,cpu 18% < 60 and cloud not faster,104.06,1,0.6,1123.76,0.0,18.03,83.59,0.0,45.0
2026-05-21 14:26:50,146,ideal,LOCAL,cpu 13% < 60 and cloud not faster,104.57,1,0.7,1112.12,0.0,13.33,83.58,0.0,45.0
2026-05-21 14:26:53,147,ideal,LOCAL,cpu 16% < 60 and cloud not faster,105.37,1,0.6,1090.53,0.0,15.87,83.65,0.0,45.0
2026-05-21 14:26:55,148,ideal,LOCAL,cpu 12% < 60 and cloud not faster,106.89,1,0.6,1130.7,0.0,11.86,83.64,0.0,45.5
2026-05-21 14:26:58,149,ideal,LOCAL,cpu 30% < 60 and cloud not faster,106.65,1,0.58,1104.58,0.0,29.51,83.64,0.0,45.0
2026-05-21 14:27:00,150,ideal,LOCAL,cpu 18% < 60 and cloud not faster,104.5,1,0.74,1125.86,0.0,18.33,83.64,0.0,45.0
2026-05-21 14:33:53,1,high_latency,LOCAL,cpu 21% < 60 and cloud not faster,4345.68,1,100.65,221.96,0.0,20.69,70.29,3.0,43.0
2026-05-21 14:33:57,2,high_latency,LOCAL,cpu 17% < 60 and cloud not faster,146.59,1,100.59,222.99,0.0,16.67,82.23,0.0,43.0
2026-05-21 14:34:00,3,high_latency,LOCAL,cpu 15% < 60 and cloud not faster,119.36,1,101.36,223.29,0.0,15.0,81.71,0.0,43.0
2026-05-21 14:34:04,4,high_latency,LOCAL,cpu 12% < 60 and cloud not faster,112.44,1,100.73,223.34,0.0,11.86,81.71,0.0,43.5
2026-05-21 14:34:07,5,high_latency,LOCAL,cpu 15% < 60 and cloud not faster,112.09,1,100.7,223.33,0.0,14.75,81.72,0.0,43.0
2026-05-21 14:34:11,6,high_latency,LOCAL,cpu 12% < 60 and cloud not faster,117.52,1,100.64,223.37,0.0,12.07,81.79,0.0,43.5
2026-05-21 14:34:14,7,high_latency,LOCAL,cpu 12% < 60 and cloud not faster,110.54,1,100.64,223.35,0.0,11.67,81.76,0.0,43.0
2026-05-21 14:34:18,8,high_latency,LOCAL,cpu 10% < 60 and cloud not faster,114.37,1,100.62,223.29,0.0,9.84,81.76,0.0,43.0
2026-05-21 14:34:21,9,high_latency,LOCAL,cpu 12% < 60 and cloud not faster,112.22,1,100.64,223.5,0.0,11.86,81.78,0.0,43.5
2026-05-21 14:34:25,10,high_latency,LOCAL,cpu 16% < 60 and cloud not faster,112.9,1,100.58,222.87,0.0,15.87,81.75,0.0,43.0
2026-05-21 14:34:29,11,high_latency,LOCAL,cpu 10% < 60 and cloud not faster,111.55,1,103.23,223.45,0.0,10.34,81.75,0.0,43.5
2026-05-21 14:34:32,12,high_latency,LOCAL,cpu 14% < 60 and cloud not faster,111.81,1,100.61,220.61,0.0,13.56,81.69,0.0,43.5
2026-05-21 14:34:36,13,high_latency,LOCAL,cpu 15% < 60 and cloud not faster,115.17,1,100.61,223.54,0.0,14.75,81.7,0.0,43.5
2026-05-21 14:34:39,14,high_latency,LOCAL,cpu 12% < 60 and cloud not faster,113.26,1,100.61,223.34,0.0,12.07,81.72,0.0,43.0
2026-05-21 14:34:43,15,high_latency,CLOUD,cpu hot (66% > 60),465.78,1,100.67,218.6,0.0,65.57,81.74,0.0,43.5
2026-05-21 14:34:47,16,high_latency,LOCAL,cpu 15% < 60 and cloud not faster,150.11,1,100.55,223.44,0.0,14.75,81.86,0.0,43.0
2026-05-21 14:34:50,17,high_latency,LOCAL,cpu 14% < 60 and cloud not faster,127.41,1,100.67,223.44,0.0,13.56,81.77,0.0,43.0
2026-05-21 14:34:54,18,high_latency,LOCAL,cpu 5% < 60 and cloud not faster,116.71,1,100.62,222.67,0.0,5.17,81.78,0.0,43.0
2026-05-21 14:34:57,19,high_latency,LOCAL,cpu 20% < 60 and cloud not faster,112.45,1,100.61,221.22,0.0,20.0,81.77,0.0,43.5
2026-05-21 14:35:01,20,high_latency,LOCAL,cpu 14% < 60 and cloud not faster,117.37,1,100.56,222.83,0.0,13.56,81.79,0.0,43.0
2026-05-21 14:35:04,21,high_latency,LOCAL,cpu 15% < 60 and cloud not faster,110.75,1,100.58,223.43,0.0,15.0,81.73,0.0,43.0
2026-05-21 14:35:08,22,high_latency,LOCAL,cpu 15% < 60 and cloud not faster,117.13,1,100.55,221.03,0.0,15.25,81.75,0.0,43.5
2026-05-21 14:35:12,23,high_latency,LOCAL,cpu 17% < 60 and cloud not faster,113.12,1,100.58,220.23,0.0,16.67,81.88,0.0,43.5
2026-05-21 14:35:15,24,high_latency,LOCAL,cpu 16% < 60 and cloud not faster,115.59,1,100.66,223.24,0.0,15.52,81.84,0.0,43.0
2026-05-21 14:35:19,25,high_latency,LOCAL,cpu 12% < 60 and cloud not faster,114.62,1,100.61,222.25,0.0,11.86,81.81,0.0,43.5
2026-05-21 14:35:22,26,high_latency,LOCAL,cpu 15% < 60 and cloud not faster,114.1,1,100.63,223.52,0.0,15.25,81.78,0.2,43.5
2026-05-21 14:35:26,27,high_latency,CLOUD,cpu hot (67% > 60),465.59,1,100.6,223.49,0.0,66.67,81.83,0.0,43.5
